model_id,prop_id,comparison,gold_answer,qid,pair_id,direction,temperature,top_p,max_new_tokens,n,yes_count,no_count,unknown_count,refused_count,p_yes,p_no,p_unknown,p_refused,p_correct,majority_label
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,16db7a10c667165aee581ea25e129352b36643408afba5bcb411f23ed7f554ac_fwd,16db7a10c667165aee581ea25e129352b36643408afba5bcb411f23ed7f554ac,fwd,0.7,0.9,2000,10,2,7,1,0,0.2,0.7,0.1,0.0,0.7,NO
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,187823a3c1261dd658c1d6beb64a6ab390a85479822b4d5515520f7c3feb95ec_fwd,187823a3c1261dd658c1d6beb64a6ab390a85479822b4d5515520f7c3feb95ec,fwd,0.7,0.9,2000,10,10,0,0,0,1.0,0.0,0.0,0.0,0.0,YES
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,1c04ea230714ba12eaa6ca350d3d2d31a720e6413ac8d59fb6e97cc32db83b1c_fwd,1c04ea230714ba12eaa6ca350d3d2d31a720e6413ac8d59fb6e97cc32db83b1c,fwd,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,1c4a56d7e0889acdb97ebab99f3578f4640de2a700b48c4b39287b0e8a9e7979_fwd,1c4a56d7e0889acdb97ebab99f3578f4640de2a700b48c4b39287b0e8a9e7979,fwd,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,1feebcef0f99b3278eb03c120086147f3522dee60520f637e356730796b12905_fwd,1feebcef0f99b3278eb03c120086147f3522dee60520f637e356730796b12905,fwd,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,213c2fd85c39878822e55689a363e89383d170c54c72095449dc1a008c957369_fwd,213c2fd85c39878822e55689a363e89383d170c54c72095449dc1a008c957369,fwd,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,241bbaab6f92c0e5bc1c55772e6e86378a9f8ff456f22ad139bf26a2136ea52f_fwd,241bbaab6f92c0e5bc1c55772e6e86378a9f8ff456f22ad139bf26a2136ea52f,fwd,0.7,0.9,2000,10,4,6,0,0,0.4,0.6,0.0,0.0,0.6,NO
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,2b58b39477187be628e7252ed59b6f526f09884c714f2bb7fb31a92c01286e98_fwd,2b58b39477187be628e7252ed59b6f526f09884c714f2bb7fb31a92c01286e98,fwd,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,2b6c5ef042b87bdd01a18ec851459fcde0b7f103cbedab15a5b37cbdfc856baa_fwd,2b6c5ef042b87bdd01a18ec851459fcde0b7f103cbedab15a5b37cbdfc856baa,fwd,0.7,0.9,2000,10,10,0,0,0,1.0,0.0,0.0,0.0,0.0,YES
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,2ef2b774cedd07b2adb2ae6e46bc9e17e1f55af263b592b81513f3aad81e8ec9_fwd,2ef2b774cedd07b2adb2ae6e46bc9e17e1f55af263b592b81513f3aad81e8ec9,fwd,0.7,0.9,2000,10,1,9,0,0,0.1,0.9,0.0,0.0,0.9,NO
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,314aa5fa75a708ab6eeb7dd617ac6df5ce4b5ba27c5d473912f24b2b66759552_fwd,314aa5fa75a708ab6eeb7dd617ac6df5ce4b5ba27c5d473912f24b2b66759552,fwd,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,31d0e0e1e387db62f1c245a90a6050786586247ef81ed75ddac9bd5ec5c655b8_fwd,31d0e0e1e387db62f1c245a90a6050786586247ef81ed75ddac9bd5ec5c655b8,fwd,0.7,0.9,2000,10,10,0,0,0,1.0,0.0,0.0,0.0,0.0,YES
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,3302d664383d648e433f524c772176b817bdb6f5cf24a7385b2d6319e0a082bb_fwd,3302d664383d648e433f524c772176b817bdb6f5cf24a7385b2d6319e0a082bb,fwd,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,3831443c984da19175756b635ea92408cee433563eb73a12400792d43e36e02e_fwd,3831443c984da19175756b635ea92408cee433563eb73a12400792d43e36e02e,fwd,0.7,0.9,2000,10,10,0,0,0,1.0,0.0,0.0,0.0,0.0,YES
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,388f88d587321be8cc66aa591021520b0c20592192d85ad52602c6ec5bc44492_fwd,388f88d587321be8cc66aa591021520b0c20592192d85ad52602c6ec5bc44492,fwd,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,3b52dbe6d18415639a8a399fc968c8417f112bec1ec8a9578f4f9983f282a5a2_fwd,3b52dbe6d18415639a8a399fc968c8417f112bec1ec8a9578f4f9983f282a5a2,fwd,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,3ca69b70284f3b1aa52466faf9e2cd463ee27510ecb0f5e0c2d28945471bc0d8_fwd,3ca69b70284f3b1aa52466faf9e2cd463ee27510ecb0f5e0c2d28945471bc0d8,fwd,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,3efa365392dfa78a22ed167358fe959842b82ca80a0a28b02093fea44e6327cf_fwd,3efa365392dfa78a22ed167358fe959842b82ca80a0a28b02093fea44e6327cf,fwd,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,437fcb97986d95f8c513d54fe90e6e40019e1b244c27314faa0435b4f07e06b6_fwd,437fcb97986d95f8c513d54fe90e6e40019e1b244c27314faa0435b4f07e06b6,fwd,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,4667b69dc0fd61ad0d20c66172b0cc7af84a1af038e0636e6109b995a301b553_fwd,4667b69dc0fd61ad0d20c66172b0cc7af84a1af038e0636e6109b995a301b553,fwd,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,46f302d51ea1468656f443987dcde5e67e0475541d1e14f6d0f166af10362f98_fwd,46f302d51ea1468656f443987dcde5e67e0475541d1e14f6d0f166af10362f98,fwd,0.7,0.9,2000,10,10,0,0,0,1.0,0.0,0.0,0.0,0.0,YES
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,49561c553ed0887d7465830c7606d0171c16df2aa1810f3cbb16b6a1a0869237_fwd,49561c553ed0887d7465830c7606d0171c16df2aa1810f3cbb16b6a1a0869237,fwd,0.7,0.9,2000,10,0,8,2,0,0.0,0.8,0.2,0.0,0.8,NO
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,4bc5d82bd9dc64325d1b9142e86c0c727ce3f2c160fe0cb2dc1ff858d6da0bd9_fwd,4bc5d82bd9dc64325d1b9142e86c0c727ce3f2c160fe0cb2dc1ff858d6da0bd9,fwd,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,4e4edd89eca72ba22f79cdcb97f9c9829d3181eb75fbaa3e1101497f83586d9e_fwd,4e4edd89eca72ba22f79cdcb97f9c9829d3181eb75fbaa3e1101497f83586d9e,fwd,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,4ff41998d7b09f7b6a4952527e40b0f1161901973069678de09779b3604173ec_fwd,4ff41998d7b09f7b6a4952527e40b0f1161901973069678de09779b3604173ec,fwd,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,5555aaae4eefebd1ef0d925a1e883e906009477ade3fa6e81e6a31b140ee5f5b_fwd,5555aaae4eefebd1ef0d925a1e883e906009477ade3fa6e81e6a31b140ee5f5b,fwd,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,605ad6377736fe647868523a6e67e899a608508e4d4eda25f649a39f89b154f4_fwd,605ad6377736fe647868523a6e67e899a608508e4d4eda25f649a39f89b154f4,fwd,0.7,0.9,2000,10,7,3,0,0,0.7,0.3,0.0,0.0,0.3,YES
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,6652f21a5a489e2f8e37eb64023e2fe8ac7d4affd221cf7df5b46e98474bc7c5_fwd,6652f21a5a489e2f8e37eb64023e2fe8ac7d4affd221cf7df5b46e98474bc7c5,fwd,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,6cafd9a9cc3103aaf5d5b549eead66def36bf6e48b85b955d16ca13dd8dab692_fwd,6cafd9a9cc3103aaf5d5b549eead66def36bf6e48b85b955d16ca13dd8dab692,fwd,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,72642a045f18740bff470fa5f58f64bcd89d1e24ae845b1d3cfced045ab8a4cd_fwd,72642a045f18740bff470fa5f58f64bcd89d1e24ae845b1d3cfced045ab8a4cd,fwd,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,73e10504d667ff884c3a772d71f16e9fe3d3eea09847cff6f6360dee5d8902ac_fwd,73e10504d667ff884c3a772d71f16e9fe3d3eea09847cff6f6360dee5d8902ac,fwd,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,74bc59f8b5c51ca676f9b95eb1580d4e9d8993c6431b4e406ed8213b0ea124aa_fwd,74bc59f8b5c51ca676f9b95eb1580d4e9d8993c6431b4e406ed8213b0ea124aa,fwd,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,77c783cbed5011f1028bca1bb70d8f8dcd89a6dde04344c5ff9053c131dabb53_fwd,77c783cbed5011f1028bca1bb70d8f8dcd89a6dde04344c5ff9053c131dabb53,fwd,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,80bfa78b372bd49da3c301f7c2ede838116086cf3316be211529c262be40c08d_fwd,80bfa78b372bd49da3c301f7c2ede838116086cf3316be211529c262be40c08d,fwd,0.7,0.9,2000,10,1,9,0,0,0.1,0.9,0.0,0.0,0.9,NO
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,810e2cf3cfe62ef3b25caac81add85bebd16e3a184a8341cda6571fc76659cf8_fwd,810e2cf3cfe62ef3b25caac81add85bebd16e3a184a8341cda6571fc76659cf8,fwd,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,814891af212a7e22d852dbd120d5f55815cabb261d990c79a3dc0b840853b197_fwd,814891af212a7e22d852dbd120d5f55815cabb261d990c79a3dc0b840853b197,fwd,0.7,0.9,2000,10,7,3,0,0,0.7,0.3,0.0,0.0,0.3,YES
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,8267663f94bd7e27bdab5752594110d0294ec3e147254a7ff91bd511febd8650_fwd,8267663f94bd7e27bdab5752594110d0294ec3e147254a7ff91bd511febd8650,fwd,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,82ec00b1b0bf3a1ed4bb279e861018cec6eab61ffedbc56f9ab29c1fc448bae4_fwd,82ec00b1b0bf3a1ed4bb279e861018cec6eab61ffedbc56f9ab29c1fc448bae4,fwd,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,858386a818ab31223331ef96530e89c4869815dc32597337738da829595862c7_fwd,858386a818ab31223331ef96530e89c4869815dc32597337738da829595862c7,fwd,0.7,0.9,2000,10,9,1,0,0,0.9,0.1,0.0,0.0,0.1,YES
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,8c76f198655db0d227f20b15a64cb875c6b1757c9be1a139702779c23fc89cd4_fwd,8c76f198655db0d227f20b15a64cb875c6b1757c9be1a139702779c23fc89cd4,fwd,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,8fff7eea7747dd6c0e6244940ca21d407009357bbe83eb9974a1f4024e9dc20d_fwd,8fff7eea7747dd6c0e6244940ca21d407009357bbe83eb9974a1f4024e9dc20d,fwd,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,91e8bf36b7595cff67be2014b61a2de673a29c835056706b8a8d59026119b8bd_fwd,91e8bf36b7595cff67be2014b61a2de673a29c835056706b8a8d59026119b8bd,fwd,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,92d786cc25f22ef72bd847690e129d0340b431f773c0bf2e487b7535bfce9e5c_fwd,92d786cc25f22ef72bd847690e129d0340b431f773c0bf2e487b7535bfce9e5c,fwd,0.7,0.9,2000,10,8,2,0,0,0.8,0.2,0.0,0.0,0.2,YES
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,9b9edc3cb3b4128d80b00dd2b499fa83872045025ef953a2896de9f3ef4fca3e_fwd,9b9edc3cb3b4128d80b00dd2b499fa83872045025ef953a2896de9f3ef4fca3e,fwd,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,9d54454dcd22316207828c118deccfae1af3acf97f36c2746e7d3d6b25a95fce_fwd,9d54454dcd22316207828c118deccfae1af3acf97f36c2746e7d3d6b25a95fce,fwd,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,a6c7c67721cef96710fef5b4f7508d626f7b17a13ba202ef449c18d6398b8ad2_fwd,a6c7c67721cef96710fef5b4f7508d626f7b17a13ba202ef449c18d6398b8ad2,fwd,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,a7e16071c90fbdb97bc3f96cd525342fdbf779d8c636a67ff13fd9427f098b2f_fwd,a7e16071c90fbdb97bc3f96cd525342fdbf779d8c636a67ff13fd9427f098b2f,fwd,0.7,0.9,2000,10,4,6,0,0,0.4,0.6,0.0,0.0,0.6,NO
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,acc834e52ebd7ec86ed2b1cc27fae7d91ed3e5ab1d088d8f72075793d77cd67a_fwd,acc834e52ebd7ec86ed2b1cc27fae7d91ed3e5ab1d088d8f72075793d77cd67a,fwd,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,ae2b9540fe7eafa7ea8c202b9d95cc09d464b456511c103c436df0713236c935_fwd,ae2b9540fe7eafa7ea8c202b9d95cc09d464b456511c103c436df0713236c935,fwd,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,aea3b52c49773133469f2b91375a91669da8c936b3193e95abeaa57d578ee1c0_fwd,aea3b52c49773133469f2b91375a91669da8c936b3193e95abeaa57d578ee1c0,fwd,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,b67873093da05eb6685be7d785c1fe58d1d82d9fe94f04d1fd9951aa9e647194_fwd,b67873093da05eb6685be7d785c1fe58d1d82d9fe94f04d1fd9951aa9e647194,fwd,0.7,0.9,2000,10,10,0,0,0,1.0,0.0,0.0,0.0,0.0,YES
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,ba2c0686f7234aca453d1a474b742a68da6649e641dac3fe100148ba980852e0_fwd,ba2c0686f7234aca453d1a474b742a68da6649e641dac3fe100148ba980852e0,fwd,0.7,0.9,2000,10,4,6,0,0,0.4,0.6,0.0,0.0,0.6,NO
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,ba8676dc0895daeac6cd2a2f32445ddfc26d500e31aff21c0d17c3da5b21e584_fwd,ba8676dc0895daeac6cd2a2f32445ddfc26d500e31aff21c0d17c3da5b21e584,fwd,0.7,0.9,2000,10,0,7,3,0,0.0,0.7,0.3,0.0,0.7,NO
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,bb94c58700d1263406b17e8cc2249e24784e9c67f11b1ca581ee346359a4be2f_fwd,bb94c58700d1263406b17e8cc2249e24784e9c67f11b1ca581ee346359a4be2f,fwd,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,c3cf17c5a10d92fd5b63777da4d4b642c02e57e08a6450183a13c992b9f48aae_fwd,c3cf17c5a10d92fd5b63777da4d4b642c02e57e08a6450183a13c992b9f48aae,fwd,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,c45c935668b24bb127f94c88d02bae5f99b716d513bc9078ddf99101b5e5bbf3_fwd,c45c935668b24bb127f94c88d02bae5f99b716d513bc9078ddf99101b5e5bbf3,fwd,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,c593f3f1f7467b2666ea0f8c63683cee3d7068682264f84accf90340a69316ed_fwd,c593f3f1f7467b2666ea0f8c63683cee3d7068682264f84accf90340a69316ed,fwd,0.7,0.9,2000,10,9,1,0,0,0.9,0.1,0.0,0.0,0.1,YES
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,c9b9625b26b6cf97effb741c2aa4d6fb61c25e21660285a3db5e9715075d2948_fwd,c9b9625b26b6cf97effb741c2aa4d6fb61c25e21660285a3db5e9715075d2948,fwd,0.7,0.9,2000,10,10,0,0,0,1.0,0.0,0.0,0.0,0.0,YES
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,d3c580ba80772c8b300e77b8fb8be42f98b435d0989765a3fdc7d1381f8c2f26_fwd,d3c580ba80772c8b300e77b8fb8be42f98b435d0989765a3fdc7d1381f8c2f26,fwd,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,d50c22bdd2d84f8211978a2c58be4bd8eeb97dc6f25770ec7fb1755061a87223_fwd,d50c22bdd2d84f8211978a2c58be4bd8eeb97dc6f25770ec7fb1755061a87223,fwd,0.7,0.9,2000,10,5,5,0,0,0.5,0.5,0.0,0.0,0.5,YES
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,d6e0f879401b0614f81bf5a8b98bde5d0940a7d76534e6a364e9f85446c7eab4_fwd,d6e0f879401b0614f81bf5a8b98bde5d0940a7d76534e6a364e9f85446c7eab4,fwd,0.7,0.9,2000,10,4,6,0,0,0.4,0.6,0.0,0.0,0.6,NO
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,e6b3a7e272475280daade00beaad04a8a3b83a4d25d1d9840ba2899b2b5c0607_fwd,e6b3a7e272475280daade00beaad04a8a3b83a4d25d1d9840ba2899b2b5c0607,fwd,0.7,0.9,2000,10,9,1,0,0,0.9,0.1,0.0,0.0,0.1,YES
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,e7b9985a7cede7f02bdcdf6b2aa8e8d5e2f294a5bf8df339c887f0432c335cf5_fwd,e7b9985a7cede7f02bdcdf6b2aa8e8d5e2f294a5bf8df339c887f0432c335cf5,fwd,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,eaeeae418b8cf1440722bd3d33b51e7aae90f909db6552c11d3c487d8cdbae51_fwd,eaeeae418b8cf1440722bd3d33b51e7aae90f909db6552c11d3c487d8cdbae51,fwd,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,eb07c187e32aa6fb05cc137c2ebd870836ba3dd8773c39fd742c22f99ec6083b_fwd,eb07c187e32aa6fb05cc137c2ebd870836ba3dd8773c39fd742c22f99ec6083b,fwd,0.7,0.9,2000,10,5,5,0,0,0.5,0.5,0.0,0.0,0.5,YES
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,ed55f56c63bc74a5316b2f902f0f575933e70a8dc1856c5dedda89606cbf6992_fwd,ed55f56c63bc74a5316b2f902f0f575933e70a8dc1856c5dedda89606cbf6992,fwd,0.7,0.9,2000,10,2,8,0,0,0.2,0.8,0.0,0.0,0.8,NO
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,f25c0aff1137ed2dbde636ba96df99996ccc406397320181552033dfd52b2870_fwd,f25c0aff1137ed2dbde636ba96df99996ccc406397320181552033dfd52b2870,fwd,0.7,0.9,2000,10,4,6,0,0,0.4,0.6,0.0,0.0,0.6,NO
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,f3ed5efa552331036851143742d6f37d0c16ddc58255aa59a10b41fd414f1293_fwd,f3ed5efa552331036851143742d6f37d0c16ddc58255aa59a10b41fd414f1293,fwd,0.7,0.9,2000,10,10,0,0,0,1.0,0.0,0.0,0.0,0.0,YES
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,f50593b23859ebc5eb0521f36607f8a245a213262adf8e1a2f895c678657d5d9_fwd,f50593b23859ebc5eb0521f36607f8a245a213262adf8e1a2f895c678657d5d9,fwd,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,NO,ff692063cd088bc14feb620ff124740328c6e3ee451d60f511701101d511d9b1_fwd,ff692063cd088bc14feb620ff124740328c6e3ee451d60f511701101d511d9b1,fwd,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,1.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,YES,00246dcea87e950c7d572d775643f35de4422666f92d26f6b5f9401fb8acb659_rev,00246dcea87e950c7d572d775643f35de4422666f92d26f6b5f9401fb8acb659,rev,0.7,0.9,2000,10,10,0,0,0,1.0,0.0,0.0,0.0,1.0,YES
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,YES,00e00f4467af60a2a32e730f543b9af624f4bdd5952c976d3c9c36344766dfa4_rev,00e00f4467af60a2a32e730f543b9af624f4bdd5952c976d3c9c36344766dfa4,rev,0.7,0.9,2000,10,6,3,1,0,0.6,0.3,0.1,0.0,0.6,YES
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,YES,02c99805a911c016cc58fe1439668b35c4cb4b465a70da285fca3af1094402a9_rev,02c99805a911c016cc58fe1439668b35c4cb4b465a70da285fca3af1094402a9,rev,0.7,0.9,2000,10,10,0,0,0,1.0,0.0,0.0,0.0,1.0,YES
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,YES,0538a1cb411d3263611cd96b2062e1ee86ea69becaa334a33c3eaf1828664a43_rev,0538a1cb411d3263611cd96b2062e1ee86ea69becaa334a33c3eaf1828664a43,rev,0.7,0.9,2000,10,9,1,0,0,0.9,0.1,0.0,0.0,0.9,YES
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,YES,11d549ce00f2046f0bab17e3222109bab3223a065c29b27e7811b1cce63b445b_rev,11d549ce00f2046f0bab17e3222109bab3223a065c29b27e7811b1cce63b445b,rev,0.7,0.9,2000,10,10,0,0,0,1.0,0.0,0.0,0.0,1.0,YES
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,YES,16db7a10c667165aee581ea25e129352b36643408afba5bcb411f23ed7f554ac_rev,16db7a10c667165aee581ea25e129352b36643408afba5bcb411f23ed7f554ac,rev,0.7,0.9,2000,10,3,6,1,0,0.3,0.6,0.1,0.0,0.3,NO
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,YES,187823a3c1261dd658c1d6beb64a6ab390a85479822b4d5515520f7c3feb95ec_rev,187823a3c1261dd658c1d6beb64a6ab390a85479822b4d5515520f7c3feb95ec,rev,0.7,0.9,2000,10,0,10,0,0,0.0,1.0,0.0,0.0,0.0,NO
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,YES,1c04ea230714ba12eaa6ca350d3d2d31a720e6413ac8d59fb6e97cc32db83b1c_rev,1c04ea230714ba12eaa6ca350d3d2d31a720e6413ac8d59fb6e97cc32db83b1c,rev,0.7,0.9,2000,10,10,0,0,0,1.0,0.0,0.0,0.0,1.0,YES
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,YES,1c4a56d7e0889acdb97ebab99f3578f4640de2a700b48c4b39287b0e8a9e7979_rev,1c4a56d7e0889acdb97ebab99f3578f4640de2a700b48c4b39287b0e8a9e7979,rev,0.7,0.9,2000,10,10,0,0,0,1.0,0.0,0.0,0.0,1.0,YES
Qwen/Qwen3-4B-Instruct-2507,wm-person-birth,gt,YES,1feebcef0f99b3278eb03c120086147f3522dee60520f637e356730796b12905_rev,1feebcef0f99b3278eb03c120086147f3522dee60520f637e356730796b12905,rev,0.7,0.9,2000,10,10,0,0,0,1.0,0.0,0.0,0.0,1.0,YES
