model_id,prop_id,comparison,pair_id,x_name,y_name,x_value,y_value,temperature,top_p,max_new_tokens,fwd_gold,rev_gold,fwd_n,rev_n,fwd_p_yes,rev_p_yes,fwd_p_no,rev_p_no,fwd_p_correct,rev_p_correct,fwd_majority_label,rev_majority_label,same_yes_no_majority,yes_yes_majority,no_no_majority,abs_p_yes_gap,abs_p_correct_gap
Qwen/Qwen3-4B-Instruct-2507,wm-book-release,gt,ce6eed81e1bb9ea8d043bda7091c79e1d9131d9ebf7f20d9e69d27f7439ec5e3,Gordon Rupert Dickson's The Dragon and the George,Arkady and Boris Strugatsky's Волны гасят ветер,27885,31859,0.7,0.9,2000,NO,YES,10,10,0.7,0.5,0.3,0.5,0.3,0.5,YES,YES,True,True,False,0.19999999999999996,0.2
Qwen/Qwen3-4B-Instruct-2507,wm-book-release,gt,cf2672cfcc7442267fb5932bbc7a05dc3ddae912cc8cfa3af596add1f3401646,Evelyn Waugh's The Ordeal of Gilbert Pinfold,Anya Seton's Green Darkness,21018,26602,0.7,0.9,2000,NO,YES,10,10,0.0,0.9,1.0,0.1,1.0,0.9,NO,YES,False,False,False,0.9,0.09999999999999998
Qwen/Qwen3-4B-Instruct-2507,wm-book-release,gt,d455ceb0919ef8a453d568fc5d9826577d81eabe6618479397a877283ed528c2,Alexander Rose's Washington's Spies: The Story of America's First Spy Ring,Amish Tripathi's Legend of Suheldev: King Who Saved India,38830,44000,0.7,0.9,2000,NO,YES,10,10,0.1,0.1,0.9,0.9,0.9,0.1,NO,NO,True,False,True,0.0,0.8
Qwen/Qwen3-4B-Instruct-2507,wm-book-release,gt,d8600fdc90a7ca51060504db4e1475652e34ef040b4dab556f2a1d4d9bc8f9a0,John Bellairs's The Face in the Frost,Tino Insana's Blues Brothers: Private,25249,29386,0.7,0.9,2000,NO,YES,10,10,0.0,1.0,1.0,0.0,1.0,1.0,NO,YES,False,False,False,1.0,0.0
Qwen/Qwen3-4B-Instruct-2507,wm-book-release,gt,d89c98fc71a4a45ddb42ea50dd9cc0d0549ef297262e43060641926d1c690d93,"इदरीस शाह, ادريس شاه's World Tales",Ann C. Crispin's Tales from the Mos Eisley Cantina,29212,34879,0.7,0.9,2000,NO,YES,10,10,0.1,0.0,0.8,1.0,0.8,0.0,NO,NO,True,False,True,0.1,0.8
Qwen/Qwen3-4B-Instruct-2507,wm-book-release,gt,dde1ef8f4c764793eb62a423d6eb26a861130ea8b2e5253167b03f38d8c3209c,Joseph Wambaugh's The Blue Knight,Arkady and Boris Strugatsky's Волны гасят ветер,26355,31859,0.7,0.9,2000,NO,YES,10,10,0.8,0.3,0.2,0.7,0.2,0.3,YES,NO,False,False,False,0.5,0.09999999999999998
Qwen/Qwen3-4B-Instruct-2507,wm-book-release,gt,e0bd4ec76ed05b6ca238804bf04d2efdc551de1492f444ee60bafe411084f656,Evelyn Waugh's The Ordeal of Gilbert Pinfold,Michael Crichton's The Terminal Man,21018,26399,0.7,0.9,2000,NO,YES,10,10,0.0,1.0,1.0,0.0,1.0,1.0,NO,YES,False,False,False,1.0,0.0
Qwen/Qwen3-4B-Instruct-2507,wm-book-release,gt,e282b342745c64753a6493253c3906f59ba6d107040f42b4027b62d26464fdec,Joseph Wambaugh's The Blue Knight,Judy Blume's The Judy Blume Diary,26355,29811,0.7,0.9,2000,NO,YES,10,10,0.0,0.7,0.9,0.3,0.9,0.7,NO,YES,False,False,False,0.7,0.20000000000000007
Qwen/Qwen3-4B-Instruct-2507,wm-book-release,gt,e4e87312ae7d357b664c0110083f317523dd0dfa242ae5cc15f8debc4b532090,"इदरीस शाह, ادريس شاه's World Tales",William R. Forstchen's 1945,29212,34910,0.7,0.9,2000,NO,YES,10,10,1.0,0.0,0.0,1.0,0.0,0.0,YES,NO,False,False,False,1.0,0
Qwen/Qwen3-4B-Instruct-2507,wm-book-release,gt,e667102353c0a5406d4a0830b72db414882e25977c63e821661bb06dbf5e568c,Martin Caidin's The God Machine,"इदरीस शाह, ادريس شاه's World Tales",24924,29212,0.7,0.9,2000,NO,YES,10,10,0.3,0.7,0.7,0.3,0.7,0.7,NO,YES,False,False,False,0.39999999999999997,0.0
Qwen/Qwen3-4B-Instruct-2507,wm-book-release,gt,e6c9c75d5b685caeb2d00f86d7532cf15717aa9125142b170fa44eb23a710df4,J. R. R. Tolkien's Tree and Leaf,Gordon Rupert Dickson's The Dragon and the George,23523,27885,0.7,0.9,2000,NO,YES,10,10,1.0,0.9,0.0,0.1,0.0,0.9,YES,YES,True,True,False,0.09999999999999998,0.9
Qwen/Qwen3-4B-Instruct-2507,wm-book-release,gt,e82b1e62d74beef5deefc5c662ff5117251ecf2e62b4d992ec91b7b37ea0fcb5,Michael Crichton's The Terminal Man,Arkady and Boris Strugatsky's Волны гасят ветер,26399,31859,0.7,0.9,2000,NO,YES,10,10,0.8,0.3,0.2,0.7,0.2,0.3,YES,NO,False,False,False,0.5,0.09999999999999998
Qwen/Qwen3-4B-Instruct-2507,wm-book-release,gt,eaba9527b39952a304c02b51989276dd187f8f20d364a5e47c6164d3469a4a4c,Gordon Rupert Dickson's The Dragon and the George,Arkady and Boris Strugatsky's The Time Wanderers,27885,31859,0.7,0.9,2000,NO,YES,10,10,0.4,0.8,0.6,0.2,0.6,0.8,NO,YES,False,False,False,0.4,0.20000000000000007
Qwen/Qwen3-4B-Instruct-2507,wm-book-release,gt,f4293e10fe6a67e44b89e3d0d88592404ef0efaa790d47f59197784522476341,Victor Leo Marchetti Jr's The CIA and the Cult of Intelligence,Paul Davies's God and the New Physics,27190,30969,0.7,0.9,2000,NO,YES,10,10,0.1,1.0,0.9,0.0,0.9,1.0,NO,YES,False,False,False,0.9,0.09999999999999998
Qwen/Qwen3-4B-Instruct-2507,wm-book-release,gt,f68560a22324bf765310936613ea5d778c9e11da0aced3ca08d9d80dd0e04877,Victor Leo Marchetti Jr's The CIA and the Cult of Intelligence,Salman Rushdie's Shame,27190,30565,0.7,0.9,2000,NO,YES,10,10,0.0,1.0,1.0,0.0,1.0,1.0,NO,YES,False,False,False,1.0,0.0
Qwen/Qwen3-4B-Instruct-2507,wm-book-release,gt,f73cc7fd89f9350b447bd43fcd3071b8d322f057e5114a966e6e5568661b65b3,Ken Kesey's Sometimes a Great Notion,Anya Seton's Green Darkness,23583,26602,0.7,0.9,2000,NO,YES,10,10,1.0,0.0,0.0,1.0,0.0,0.0,YES,NO,False,False,False,1.0,0
Qwen/Qwen3-4B-Instruct-2507,wm-book-release,gt,f7a79734369c9e82d72c6bc7078f5348b2b0cf2a1b4797798fc5c052323579b3,"इदरीस शाह, ادريس شاه's World Tales",Harry Turtledove's Worldwar: Upsetting the Balance,29212,35063,0.7,0.9,2000,NO,YES,10,10,0.5,0.1,0.5,0.9,0.5,0.1,NO,NO,True,False,True,0.4,0.4
Qwen/Qwen3-4B-Instruct-2507,wm-book-release,gt,f89ad3aba56ae0928fa2bf2813d41a4936b2d473bbba1e5584c2eaee6bb31f7d,"इदरीस शाह, ادريس شاه's World Tales",Mark Budz's Tales from Jabba's Palace,29212,35032,0.7,0.9,2000,NO,YES,10,10,0.2,0.7,0.8,0.3,0.8,0.7,NO,YES,False,False,False,0.49999999999999994,0.10000000000000009
Qwen/Qwen3-4B-Instruct-2507,wm-book-release,gt,f94c82a7ece87d12ab34052ecc870b67716873c1ffb071667526a08403710fda,William Faulkner's The Reivers,Victor Leo Marchetti Jr's The CIA and the Cult of Intelligence,22799,27190,0.7,0.9,2000,NO,YES,10,10,0.0,1.0,1.0,0.0,1.0,1.0,NO,YES,False,False,False,1.0,0.0
Qwen/Qwen3-4B-Instruct-2507,wm-book-release,gt,fccc5c3dea7c78ed12b130ca3b7523ee21152e8498d9d23c1cb3943175331715,Martin Caidin's The God Machine,Tino Insana's Blues Brothers: Private,24924,29386,0.7,0.9,2000,NO,YES,10,10,0.0,0.9,1.0,0.1,1.0,0.9,NO,YES,False,False,False,0.9,0.09999999999999998
Qwen/Qwen3-4B-Instruct-2507,wm-book-release,gt,fdb91d276977f0d12fd0c2e34f5c7267205d96d875331abad22db6f182a0d8b4,Victor Leo Marchetti Jr's The CIA and the Cult of Intelligence,Russell Miller's Bare-faced Messiah,27190,32074,0.7,0.9,2000,NO,YES,10,10,0.0,1.0,1.0,0.0,1.0,1.0,NO,YES,False,False,False,1.0,0.0
Qwen/Qwen3-4B-Instruct-2507,wm-book-release,gt,ffa6660f39f378017b9f9a1570ba488cd0067e749984f51485d188820e5a3887,Gordon Rupert Dickson's The Dragon and the George,Bernard Cornwell's Sharpe's Regiment,27885,31430,0.7,0.9,2000,NO,YES,10,10,0.2,0.9,0.8,0.1,0.8,0.9,NO,YES,False,False,False,0.7,0.09999999999999998
Qwen/Qwen3-4B-Instruct-2507,wm-book-release,lt,9704fc192afa64416d86cf254a8aed2167f39022f90808d599a947e0e0c0c47f,Jonah Goldberg's Liberal Fascism,Colm Tóibín's The Testament of Mary,39453.0,41224.0,0.7,0.9,2000,YES,NO,10,10,1.0,1.0,0.0,0.0,1.0,0.0,YES,YES,True,True,False,0.0,1.0
Qwen/Qwen3-4B-Instruct-2507,wm-movie-length,gt,089a3425c9b2f98d542fed5ac69a68832ca712d9cacaf9583d6bc0b67a559fa9,Rajkumar Kohli's Jaani Dushman,Charles B. Pierce's The Norseman,9180.0,5400.0,0.7,0.9,2000,YES,NO,10,10,1.0,0.0,0.0,1.0,1.0,1.0,YES,NO,False,False,False,1.0,0.0
Qwen/Qwen3-4B-Instruct-2507,wm-movie-length,gt,2370f557e110bd9e900d2e1c0ef3d09a0b2e66303ce7c346fe8a6b44485d67ca,Maurice Noble's Transylvania 6-5000,"Jack Starrett's Run, Angel, Run!",421.0,5700.0,0.7,0.9,2000,NO,YES,10,10,0.2,0.4,0.8,0.6,0.8,0.4,NO,NO,True,False,True,0.2,0.4
Qwen/Qwen3-4B-Instruct-2507,wm-movie-length,gt,84f0cb1e31dcacd68842e09c58a252bc249ecace11c921200df451aa546b2ad4,Denis Villeneuve's Next Floor,Elio Petri's The 10th Victim,660.0,5520.0,0.7,0.9,2000,NO,YES,10,10,0.3,0.7,0.6,0.3,0.6,0.7,NO,YES,False,False,False,0.39999999999999997,0.09999999999999998
Qwen/Qwen3-4B-Instruct-2507,wm-movie-length,gt,a11bb40d3ae08968f6b3caee2372c4c7da7026315c47fc6a9f5b3bf6720c0db9,Sandy Harbutt's Stone,Matt Porterfield's Hamilton,7560.0,3900.0,0.7,0.9,2000,YES,NO,10,10,0.2,0.0,0.8,1.0,0.2,1.0,NO,NO,True,False,True,0.2,0.8
Qwen/Qwen3-4B-Instruct-2507,wm-movie-length,gt,b7d56057fc0570232e7051b1311c80df66bac6a975d5dbacf8949edc254b018b,Friz Freleng's Knighty Knight Bugs,Ferdinando Baldi's Blindman,388.0,6300.0,0.7,0.9,2000,NO,YES,10,10,0.8,0.7,0.2,0.3,0.2,0.7,YES,YES,True,True,False,0.10000000000000009,0.49999999999999994
Qwen/Qwen3-4B-Instruct-2507,wm-movie-length,gt,c063eaff08fd71da894d08b19c4123af68a1d83a60c3ad40365de76d77303a40,Maurice Noble's A Sheep in the Deep,Chris Marker's One Day in the Life of Andrei Arsenevich,10.0,3300.0,0.7,0.9,2000,NO,YES,10,10,0.0,0.5,1.0,0.5,1.0,0.5,NO,YES,False,False,False,0.5,0.5
Qwen/Qwen3-4B-Instruct-2507,wm-movie-length,gt,f635a857524a870a29d8122786e1ed850e1b593a105f05dc8638fa2dd0e417dd,Goldie Behl's Bas Itna Sa Khwaab Hai,David Nelson's Last Plane Out,10140.0,5520.0,0.7,0.9,2000,YES,NO,10,10,1.0,0.2,0.0,0.8,1.0,0.8,YES,NO,False,False,False,0.8,0.19999999999999996
Qwen/Qwen3-4B-Instruct-2507,wm-movie-length,lt,2852575214bdd3aae400b47038e5c0accd5be41c6670d0539f7016b86738bf75,Mark Pellington's Destination Anywhere: The Film,Dino Risi's Poveri ma belli,2700.0,6060.0,0.7,0.9,2000,YES,NO,10,10,0.9,0.1,0.1,0.9,0.9,0.9,YES,NO,False,False,False,0.8,0.0
Qwen/Qwen3-4B-Instruct-2507,wm-movie-length,lt,3c8e80305f01a7b36b69b10c9b01136820d3f4b283fdb2aa0b9fe8787173c29d,William Hanna's Mouse Trouble,Martin Davidson's Almost Summer,428.0,5280.0,0.7,0.9,2000,YES,NO,10,10,0.9,0.0,0.1,1.0,0.9,1.0,YES,NO,False,False,False,0.9,0.09999999999999998
Qwen/Qwen3-4B-Instruct-2507,wm-movie-length,lt,6a4ee2a27e3172a6aa1220645ed6a2c387521184d2b0d62184a646d8a5fbee03,Friz Freleng's Little Red Rodent Hood,Joe D'Amato's Emanuelle and the White Slave Trade,360.0,5280.0,0.7,0.9,2000,YES,NO,10,10,1.0,0.0,0.0,1.0,1.0,1.0,YES,NO,False,False,False,1.0,0.0
Qwen/Qwen3-4B-Instruct-2507,wm-movie-length,lt,b581f09c9082fd7079bc6a2580f2da542a94e3aa7fff1ccdaae8fc13d416807f,Richard Benjamin's Little Nikita,Guddu Dhanoa's Bichhoo,5880.0,9720.0,0.7,0.9,2000,YES,NO,10,10,1.0,0.0,0.0,1.0,1.0,1.0,YES,NO,False,False,False,1.0,0.0
Qwen/Qwen3-4B-Instruct-2507,wm-movie-length,lt,c1ffd31b76b6254d48d8ae8f17fb7a24c72bf50188de25fc76f25d3db9b340b0,Edward L. Cahn's Invasion of the Saucer Men,Friz Freleng's Tweety & Sylvester: Feline Fwenzy,4140.0,7500.0,0.7,0.9,2000,YES,NO,10,10,0.3,1.0,0.7,0.0,0.3,0.0,NO,YES,False,False,False,0.7,0.3
Qwen/Qwen3-4B-Instruct-2507,wm-movie-release,gt,21483bf6c5b6eef8529b88e75a174700101e50664aaf3de11e49e892ebbc8e21,Edward Buzzell's A Woman of Distinction,Anthony Pelissier's Meet Mr. Lucifer,18336,19687,0.7,0.9,2000,NO,YES,10,10,0.5,0.4,0.5,0.6,0.5,0.4,NO,NO,True,False,True,0.09999999999999998,0.09999999999999998
Qwen/Qwen3-4B-Instruct-2507,wm-movie-release,gt,32fae268af40986339ac31ceff3bc7599b0190d6bfb4d5317645ed713a965607,Fredi M. Murer's Vitus,Takashi Miike's Ambition Without Honor,38748.0,35165.0,0.7,0.9,2000,YES,NO,10,10,0.3,0.7,0.7,0.3,0.3,0.3,NO,YES,False,False,False,0.39999999999999997,0.0
Qwen/Qwen3-4B-Instruct-2507,wm-movie-release,gt,41018b7e454b99de23925cbb10dc95fda5e8c33fa8c9bd7fac69466b0855621a,Cornel Wilde's Beach Red,Lucio Fulci's Ragazzi del Juke-Box,24685.0,21773.0,0.7,0.9,2000,YES,NO,10,10,0.0,1.0,1.0,0.0,0.0,0.0,NO,YES,False,False,False,1.0,0
Qwen/Qwen3-4B-Instruct-2507,wm-movie-release,gt,62a3a0db11f32eb0a25d3b7f8f5234fbb3e12130b08909b71b142a4ed4dcec30,Bob Clampett's Porky & Friends: Hilarious Ham,Jeff Daniels's Super Sucker,41217.0,37309.0,0.7,0.9,2000,YES,NO,10,10,0.0,0.0,1.0,1.0,0.0,1.0,NO,NO,True,False,True,0,1.0
Qwen/Qwen3-4B-Instruct-2507,wm-movie-release,gt,71fca5820ed02a0cd5cffdd57bdafe8244b96ab29f964751a27c558b15ab3f8e,Luciano Salce's Duck in Orange Sauce,Chuck Jones's Cat Feud,27746.0,21537.0,0.7,0.9,2000,YES,NO,10,10,0.5,0.1,0.5,0.8,0.5,0.8,YES,NO,False,False,False,0.4,0.30000000000000004
Qwen/Qwen3-4B-Instruct-2507,wm-movie-release,gt,73b1e1011621ea5a266b0e11b7658d1c4b145f5847cf9f45d21178ddbd101a9f,"Behrouz Boochani's Chauka, Please Tell Us the Time",Kirk Fraser's The Life of Rayful Edmond Vol. 1 The Rise and Fall,42895.0,38543.0,0.7,0.9,2000,YES,NO,10,10,0.6,0.5,0.4,0.4,0.6,0.4,YES,YES,True,True,False,0.09999999999999998,0.19999999999999996
Qwen/Qwen3-4B-Instruct-2507,wm-movie-release,gt,80d70b85b781d979b213bf30269af0f324ea5f8d393f33380c9ed9550cf80dda,Luciano Salce's Duck in Orange Sauce,Hemasiri Sellapperuma's Nommara 17,27746,32708,0.7,0.9,2000,NO,YES,10,10,0.5,0.0,0.5,1.0,0.5,0.0,NO,NO,True,False,True,0.5,0.5
Qwen/Qwen3-4B-Instruct-2507,wm-movie-release,gt,8782e4d74715e02eff3086c80b21c5c5ceb2f16addd2fd2c61c92cba617494fd,Freddie Francis's Torture Garden,Raj Khosla's Dostana,24784,29509,0.7,0.9,2000,NO,YES,10,10,0.0,0.3,1.0,0.6,1.0,0.3,NO,NO,True,False,True,0.3,0.7
Qwen/Qwen3-4B-Instruct-2507,wm-movie-release,gt,8ff9defb9da5d5e962e642ff47eda967eb704337f70a687d993b84688161ef6f,Wong Jing's Perfect Exchange,Alex Cox's The Winner,34240,35634,0.7,0.9,2000,NO,YES,10,10,1.0,0.2,0.0,0.8,0.0,0.2,YES,NO,False,False,False,0.8,0.2
Qwen/Qwen3-4B-Instruct-2507,wm-movie-release,gt,929e92ab380ac89a256c4b5e1b8c4633150627c908c6d4217a557a8065ac43a9,Herman Yau's Fascination Amour,Lloyd Kaufman's Tales from the Crapper,36202,38256,0.7,0.9,2000,NO,YES,10,10,0.4,0.7,0.6,0.3,0.6,0.7,NO,YES,False,False,False,0.29999999999999993,0.09999999999999998
Qwen/Qwen3-4B-Instruct-2507,wm-movie-release,gt,94c8043480ebf9cbeae3ee620765d8a4d0d202a504adc031716bd2aec6682efd,Bob Swaim's La Balance,Sterling Van Wagenen's Alan & Naomi,30263,33632,0.7,0.9,2000,NO,YES,10,10,0.5,0.6,0.5,0.4,0.5,0.6,NO,YES,False,False,False,0.09999999999999998,0.09999999999999998
Qwen/Qwen3-4B-Instruct-2507,wm-movie-release,gt,a704288071b7855cf2da6e4a8aea5a6e25e74e72af16bf896dd5d76f9a0984a4,Stefan Ruzowitzky's Anatomy 2,Chris Kennedy's Doing Time for Patsy Cline,37656.0,35676.0,0.7,0.9,2000,YES,NO,10,10,0.6,0.2,0.4,0.8,0.6,0.8,YES,NO,False,False,False,0.39999999999999997,0.20000000000000007
Qwen/Qwen3-4B-Instruct-2507,wm-movie-release,gt,c062bea9226b84ae6500cf9ed6aa8edcea1e4a77a19e069e64856de6b65acf9c,Lesli Linka Glatter's The Proposition,Peter Sasdy's The Lonely Lady,35879.0,30587.0,0.7,0.9,2000,YES,NO,10,10,0.0,0.0,0.9,1.0,0.0,1.0,NO,NO,True,False,True,0,1.0
Qwen/Qwen3-4B-Instruct-2507,wm-movie-release,gt,d6472bb34adf9ec6117acd595172c2771ce3d01a4a21dfbf654b8685211cd606,Johnnie To's The Eighth Happiness,Duane Clark's Bitter Harvest,32182,34274,0.7,0.9,2000,NO,YES,10,10,1.0,0.0,0.0,1.0,0.0,0.0,YES,NO,False,False,False,1.0,0
Qwen/Qwen3-4B-Instruct-2507,wm-movie-release,lt,b3071da0bcdcd2b59eaf6f7f177c4157604a7c6fb4a6c7a36d199d3e53329259,Joe D'Amato's Images in a Convent,Wong Jing's Perfect Exchange,29072.0,34240.0,0.7,0.9,2000,YES,NO,10,10,1.0,0.0,0.0,1.0,1.0,1.0,YES,NO,False,False,False,1.0,0.0
Qwen/Qwen3-4B-Instruct-2507,wm-nyt-pubdate,gt,04cb7aa5f9a1c14ef62e04be0e6b09cbe9b6bcad826d940cbc012821a3f64345,Report Faults U.S. Use of Mexican Battery Recyclers.,Boston Bombing Suspect Is Moved to Medical Detention Center.,41312,41388,0.7,0.9,2000,NO,YES,10,10,0.9,0.7,0.1,0.3,0.1,0.7,YES,YES,True,True,False,0.20000000000000007,0.6
Qwen/Qwen3-4B-Instruct-2507,wm-nyt-pubdate,gt,54702c7f87a10412ba5a1cb5976cacbed817e5a5432840d5ad107df97b60ec27,"Discussing Iran, Obama and Netanyahu Display Unity.",Kerry Says U.S. and Russia Are Working Toward Syria Talks.,41545.0,41455.0,0.7,0.9,2000,YES,NO,10,10,1.0,0.8,0.0,0.1,1.0,0.1,YES,YES,True,True,False,0.19999999999999996,0.9
Qwen/Qwen3-4B-Instruct-2507,wm-nyt-pubdate,gt,58a4be4db2a5ad7a0ec9ede52f8730117a89d1fef180c0530329a9e18f92c747, Former Hacker Testifies at Private’s Court-Martial.,U.N. Investigators Press North Koreans to Allow a Visit.,41427,41511,0.7,0.9,2000,NO,YES,10,10,1.0,0.9,0.0,0.1,0.0,0.9,YES,YES,True,True,False,0.09999999999999998,0.9
Qwen/Qwen3-4B-Instruct-2507,wm-nyt-pubdate,gt,5aae28615cc6d00100f885a1f55abcc5c8b1eb70dc4c28d606036a5c95b9723e,Palestinian Authority Selects Professor to Be Next Premier.,"After U.N. Vote on Sanctions, 2 Koreas Ratchet Up Threats.",41426.0,41339.0,0.7,0.9,2000,YES,NO,10,10,0.9,0.6,0.1,0.4,0.9,0.4,YES,YES,True,True,False,0.30000000000000004,0.5
Qwen/Qwen3-4B-Instruct-2507,wm-nyt-pubdate,gt,99e9b00b9ceb68d372f4a794e74201db699b3d8291139b43b1a98af1dcba5754,Boston Bombing Suspect Is Moved to Medical Detention Center.,Palestinian Authority Selects Professor to Be Next Premier.,41388,41426,0.7,0.9,2000,NO,YES,10,10,0.6,0.4,0.3,0.6,0.3,0.4,YES,NO,False,False,False,0.19999999999999996,0.10000000000000003
Qwen/Qwen3-4B-Instruct-2507,wm-nyt-pubdate,gt,aee7e3e5997d9c923d247f9beb4ac0ad24c7aa3067713a616db43ff547475af7,Drownings Put Migration at Fore of European Meeting.,Serbia Appoints Strauss-Kahn as an Economic Adviser .,41569.0,41531.0,0.7,0.9,2000,YES,NO,10,10,1.0,0.5,0.0,0.5,1.0,0.5,YES,NO,False,False,False,0.5,0.5
Qwen/Qwen3-4B-Instruct-2507,wm-nyt-pubdate,gt,b8399feb497c48ea536695d1a6b54e86e0affd4315fefe67f4ffffd401e1ad9e,Drones in Niger Reflect New U.S. Tack on Terrorism.,Militants Blamed After Dozens Killed at Nigerian College .,41463,41544,0.7,0.9,2000,NO,YES,10,10,0.9,1.0,0.1,0.0,0.1,1.0,YES,YES,True,True,False,0.09999999999999998,0.9
Qwen/Qwen3-4B-Instruct-2507,wm-nyt-pubdate,gt,d420b33aef85ab2671b98e0824c5d1e3e45ce6bbfec695ca9b586c8f39d626d0,Lawmaker Says Britons Agree to New Press Rules After Hacking Scandal.,Boston Bombing Suspect Is Moved to Medical Detention Center.,41349,41388,0.7,0.9,2000,NO,YES,10,10,0.7,0.7,0.3,0.3,0.3,0.7,YES,YES,True,True,False,0.0,0.39999999999999997
Qwen/Qwen3-4B-Instruct-2507,wm-nyt-pubdate,gt,e928b5fb8f54144c3327161c68f6d5b7495d50c19c5dfd56215d532d98a706a3,Seven Die in Iran After Drinking Homemade Alcohol.,Boston Bombing Suspect Is Moved to Medical Detention Center.,41426.0,41388.0,0.7,0.9,2000,YES,NO,10,10,0.8,0.3,0.2,0.7,0.8,0.7,YES,NO,False,False,False,0.5,0.10000000000000009
Qwen/Qwen3-4B-Instruct-2507,wm-nyt-pubdate,lt,529132a18358f6d748678b6349ac2f749cb332f516156c7bfcd44200a4c704b9,Syrian Opposition Joins Meeting of Arab League.,Hezbollah Threatens Israel Over Syria Strikes.,41357.0,41401.0,0.7,0.9,2000,YES,NO,10,10,1.0,0.4,0.0,0.6,1.0,0.6,YES,NO,False,False,False,0.6,0.4
Qwen/Qwen3-4B-Instruct-2507,wm-nyt-pubdate,lt,7294a4788d9361c22b1aa5ec0bc0769a90d79bad5a4ffb589041abd73281c2c9,Cardinals Signal Careful Pace Toward Vote on Pope .,Musharraf Is Arrested on Range of Charges in Pakistan .,41336.0,41381.0,0.7,0.9,2000,YES,NO,10,10,0.6,0.5,0.4,0.5,0.6,0.5,YES,NO,False,False,False,0.09999999999999998,0.09999999999999998
Qwen/Qwen3-4B-Instruct-2507,wm-nyt-pubdate,lt,b6ba791a610853c870d4103dad91fe627b975938c2a091873181ac5c6aa11a26,Suburban London Father Is Revealed as a Fugitive Italian Mobster.,Proposal to Protect Antarctic Waters Is Scaled Back.,41493.0,41526.0,0.7,0.9,2000,YES,NO,10,10,1.0,1.0,0.0,0.0,1.0,0.0,YES,YES,True,True,False,0.0,1.0
Qwen/Qwen3-4B-Instruct-2507,wm-nyt-pubdate,lt,d93c54ffac7e5ba595d9b6eec6c6e0e8e5d8a132182a9b5289ba285236e00452,"Shellfire From Myanmar Enters China, Drawing a Rebuke.",Report Faults U.S. Use of Mexican Battery Recyclers.,41289.0,41312.0,0.7,0.9,2000,YES,NO,10,10,1.0,1.0,0.0,0.0,1.0,0.0,YES,YES,True,True,False,0.0,1.0
Qwen/Qwen3-4B-Instruct-2507,wm-person-age,gt,1ef6c2c5c8092af996f9ac6fdfb345ffc0f96e786e217fd9214851ea296bae0a,Pierre Louis Moreau de Maupertuis,Richard Edwardes,61.0,41.0,0.7,0.9,2000,YES,NO,10,10,0.1,0.9,0.9,0.1,0.1,0.1,NO,YES,False,False,False,0.8,0.0
Qwen/Qwen3-4B-Instruct-2507,wm-person-age,gt,27f40f29ae293e283155b328dc5b6dac6afe00d9551ab05a865c42bc5769a31b,Petrus Armengol,Amatus of Montecassino,66.0,80.0,0.7,0.9,2000,NO,YES,10,10,0.0,0.6,1.0,0.4,1.0,0.6,NO,YES,False,False,False,0.6,0.4
Qwen/Qwen3-4B-Instruct-2507,wm-person-age,gt,5757f5c9999d0b552886769daf8b140ec19b0e848dd619743aba3ac9c4b984ce,Sir John Grey of Groby,Beatrice Portinari,29.0,24.0,0.7,0.9,2000,YES,NO,10,10,1.0,0.3,0.0,0.7,1.0,0.7,YES,NO,False,False,False,0.7,0.30000000000000004
Qwen/Qwen3-4B-Instruct-2507,wm-person-age,gt,6312f2f33f51882454c5a4bed906b1bb15929c160a884ec3f8bbc68d30d9269b,Pierre Louis Moreau de Maupertuis,Johann Georg Walch,61.0,82.0,0.7,0.9,2000,NO,YES,10,10,0.1,1.0,0.9,0.0,0.9,1.0,NO,YES,False,False,False,0.9,0.09999999999999998
Qwen/Qwen3-4B-Instruct-2507,wm-person-age,gt,6ed8ddbfd7fbdc2189a6309ba389211588821c702ff1e75378d74fd8d83b02ba,Justus Lipsius,Wanyan Yongji,59.0,45.0,0.7,0.9,2000,YES,NO,10,10,0.8,0.2,0.2,0.8,0.8,0.8,YES,NO,False,False,False,0.6000000000000001,0.0
Qwen/Qwen3-4B-Instruct-2507,wm-person-age,gt,795d8cb1495aab0c102d0cf107ebbf40a9cf8afa6c7d1159bd583ee5ee22e167,Benedict IX,Hugh the Great,43.0,58.0,0.7,0.9,2000,NO,YES,10,10,1.0,0.0,0.0,1.0,0.0,0.0,YES,NO,False,False,False,1.0,0
Qwen/Qwen3-4B-Instruct-2507,wm-person-age,gt,c0218246c84f31b37451f29d5cfbe256a381cb9148b1109edd271be8fd902551,Wanyan Yongji,Vímara Peres,45.0,53.0,0.7,0.9,2000,NO,YES,10,10,0.7,0.4,0.3,0.6,0.3,0.4,YES,NO,False,False,False,0.29999999999999993,0.10000000000000003
Qwen/Qwen3-4B-Instruct-2507,wm-person-age,lt,2044894179cecdfd9cfe451ab3cb93d675104db512a0847a21cadebf62043bf4,"William Cavendish-Bentinck, 3rd Duke of Portland",Cordelia Edvardson,71.0,83.0,0.7,0.9,2000,YES,NO,10,10,0.1,0.5,0.9,0.5,0.1,0.5,NO,YES,False,False,False,0.4,0.4
